000000000000.jpg,24.944181442260742
000000000001.jpg,23.200803756713867
000000000002.jpg,21.4473876953125
000000000003.jpg,22.211091995239258
000000000004.jpg,19.7882080078125
000000000005.jpg,17.974651336669922
000000000006.jpg,18.509315490722656
000000000007.jpg,13.589811325073242
000000000008.jpg,24.652202606201172
000000000009.jpg,18.36065673828125
000000000010.jpg,24.694049835205078
000000000011.jpg,21.30943489074707
000000000012.jpg,30.627456665039062
000000000013.jpg,24.321657180786133
000000000014.jpg,27.25104331970215
000000000015.jpg,18.420595169067383
000000000016.jpg,17.910778045654297
000000000017.jpg,17.966014862060547
000000000018.jpg,20.039146423339844
000000000019.jpg,22.735395431518555
Average genre clip-similarity score of 20 images edited by blended-latent-diffusion:21.497694110870363
