000000000000.jpg,21.975624084472656
000000000001.jpg,28.456968307495117
000000000002.jpg,33.72212600708008
000000000003.jpg,36.83362579345703
000000000004.jpg,28.231096267700195
000000000005.jpg,33.237422943115234
000000000006.jpg,22.82198143005371
000000000007.jpg,29.674732208251953
000000000008.jpg,31.118392944335938
000000000009.jpg,20.415971755981445
000000000010.jpg,30.345355987548828
000000000011.jpg,24.499610900878906
000000000012.jpg,25.93958282470703
000000000013.jpg,24.298748016357422
000000000014.jpg,27.15289306640625
000000000015.jpg,25.43877601623535
000000000016.jpg,21.505189895629883
000000000017.jpg,23.740554809570312
000000000018.jpg,28.537452697753906
000000000019.jpg,34.96994400024414
Average artist clip-similarity score of 20 images edited by directinversion+p2p:27.64580249786377
