000000000000.jpg,22.38072967529297
000000000001.jpg,22.650741577148438
000000000002.jpg,21.45807647705078
000000000003.jpg,26.21356773376465
000000000004.jpg,26.15167808532715
000000000005.jpg,26.431926727294922
000000000006.jpg,24.90106201171875
000000000007.jpg,27.293617248535156
000000000008.jpg,30.319982528686523
000000000009.jpg,25.862735748291016
000000000010.jpg,33.773197174072266
000000000011.jpg,22.899547576904297
000000000012.jpg,25.486818313598633
000000000013.jpg,20.225255966186523
000000000014.jpg,16.835084915161133
000000000015.jpg,27.652019500732422
000000000016.jpg,20.682052612304688
000000000017.jpg,22.115867614746094
000000000018.jpg,25.40789222717285
000000000019.jpg,21.48223876953125
Average style clip-similarity score of 20 images edited by directinversion+masactrl:24.511204624176024
